,nest,site,year,lat,lon,cov_1m,cov_5m,prot,pred,estHD,HD,HD_diff,HD_equal,init_calc,init_date,age_diff,init_diff,hatch_diff,camera_old,camera,missing,cam_fate_feb,nest_age_feb,final_obs_int_feb,field_fate,field_fate2,field_fate3,field_fate4,cam_fate1,cam_fate2,final_fate1,final_fate2,nest_age1,nest_age2,final_obs_int,final_obs_int2,final_obs_int3,final_obs_date,final_obs_date2,species,likely_failed,HF,HF_C,HF_MC,MC,marked_U,i,j,j_adj,k,k_adj,j.cam,k.cam,n_obs,n_days,> hatch?,penultimate,final,obs_dates,obs_history,obs_ints,new_notes,camera_notes,field_notes
416,20400,RUTW,2020,29.767,-93.16158,10,10,none,,84,86,2,FALSE,,67,1,0,0.023809524,Y,Y,N,H,22,2,U-H,H,H,H,H,H,H,H,21,23,2,2,2,88,88,LETE,0,1,1,FALSE,FALSE,FALSE,73,88,86,88,86,86,86,6,15,0,BON,1C,73|76|80|84|86|88,2E|2E|BON|2E|BON|1C,0|3|4|4|2|2,,,chick seen? how old was the chick on 7/7?
417,20401,RUTW,2020,29.76698,-93.16123,10,10,none,,82,87,5,FALSE,,68,4,0,,N,N,,,24,2,H,H,H,H,,,H,H,20,25,2,2,1,88,88,LETE,0,1,0,TRUE,TRUE,FALSE,73,87,87,87,87,,,6,15,1,BON,0E,73|76|80|84|86|88,2E|1E|BON|1E|BON|0E,0|3|4|4|2|2,,,"No chicks near cup, highly upset parents, wings up on ground"
418,20402,RUTW,2020,29.76695,-93.16123,5,10,none,,88,90,2,FALSE,,71,1,0,0.022727273,Y,Y,N,H,22,4,H,H,H,H,H,H,H,H,21,23,4,4,2,92,92,LETE,0,1,1,FALSE,FALSE,FALSE,73,90,90,90,90,,,7,19,0,2E,1C,73|76|80|84|86|88|92,2E|2E|BON|2E|BON|2E|1C,0|3|4|4|2|2|4,,,"Chick in cup, assumed second chick nearby. ARound 2 daysold"
419,20403,RUTW,2020,29.76698,-93.16161,10,10,none,,92,92,0,TRUE,,73,1,0,,N,N,,,10,4,Ca,Ca,Ca,Ca,,,Ca,Ca,11,11,4,4,4,84,84,LETE,1,0,0,FALSE,TRUE,FALSE,73,80,80,84,84,,,4,11,0,BON,0E,73|76|80|84,1E|1E|BON|0E,0|3|4|4,,,"Stick broken, nest gone, cattle tracks through area where cup was"
420,20404,RUTW,2020,29.76892,-93.16894,90,90,none,,88,88,0,TRUE,,72,1,0,,N,N,,,7,4,Ca,Ca,Ca,Ca,,,Ca,Ca,8,8,4,4,4,80,80,CONI,1,0,0,FALSE,TRUE,FALSE,73,76,76,80,80,,,3,7,0,1E,0E,73|76|80,1E|1E|0E,0|3|4,,,Cracked egg next to nest area being eaten by ants. Stick crushed
421,20405,RUTW,2020,29.76446,-93.14888,50,50,sym,,92,94,2,FALSE,,75,1,0,0.02173913,Y,Y,N,H,21,3,U-H,H,U-H,U-H,H,H,H,H,20,22,3,3,1,95,95,LETE,0,1,1,FALSE,TRUE,TRUE,76,95,94,95,94,93,94,7,19,0,2E,0E,76|80|84|86|88|92|95,2E|2E|2E|2E|2E|2E|0E,0|4|4|2|2|4|3,is assumed hatch enough??,camera evidence of hatch??,No sign of failure. assumed hatched
422,20406,RUTW,2020,29.76433,-93.14832,50,50,sym,,92,94,2,FALSE,,75,1,0,0.02173913,Y,Y,N,H,21,3,H,H,H,H,H,H,H,H,20,22,3,3,1,95,95,LETE,0,1,1,FALSE,FALSE,FALSE,76,94,94,94,94,,,7,19,0,2E,0E,76|80|84|86|88|92|95,2E|2E|2E|2E|2E|2E|0E,0|4|4|2|2|4|3,,,egg shell near nest indicates hatch
423,20407,RUTW,2020,29.76424,-93.14816,40,50,sym,,82,90,8,FALSE,,71,7,0,,N,N,,,28,4,H,H,H,H,,,H,H,21,29,4,4,2,92,92,LETE,0,1,0,TRUE,TRUE,FALSE,76,90,90,90,90,,,6,16,1,1E,0E,76|80|84|86|88|92,1E|1E|1E|1E|1E|0E,0|4|4|2|2|4,,,No signof predation or abandonment
424,20408,RUTW,2020,29.76427,-93.148,60,50,sym,,83,88,5,FALSE,,69,4,0,0.060240964,Y,Y,N,H,23,2,H,H,H,H,H,H,H,H,19,24,2,2,0,88,88,LETE,0,1,1,FALSE,FALSE,FALSE,76,88,88,88,88,,,5,12,1,2E,2C,76|80|84|86|88,2E|2E|2E|2E|2C,0|4|4|2|2,,,Both chicks found dead in cup 7 hours after first check while putting out cameras
425,20409,RUTW,2020,29.76425,-93.14771,50,50,sym,,95,95,0,TRUE,,76,1,0,,N,N,,,7,4,A,A,A,A,,,A,A,8,8,4,4,4,84,84,LETE,1,0,0,FALSE,TRUE,FALSE,76,80,80,84,84,,,3,8,0,2E,1E,76|80|84,1E|2E|1E,0|4|4,,,"Single egg left, ants in cup, egg covered in sand, possibly caused by cattle?"
426,20410,RUTW,2020,29.76409,-93.14684,20,50,none,,96,98,2,FALSE,,79,1,0,,N,N,,,20,3,H,H,H,H,,,H,H,19,21,3,3,0,98,98,LETE,0,1,0,TRUE,TRUE,FALSE,76,98,98,98,98,,,8,22,0,2E,1E,76|80|84|86|88|92|95|98,1E|2E|2E|2E|2E|2E|2E|1E,0|4|4|2|2|4|3|3,,,"Single egg left in cup, poop in cup indicating hatch of second egg"
427,20411,RUTW,2020,29.76567,-93.15527,50,50,none,,96,96,0,TRUE,,77,1,0,,N,N,,,2,4,Hu,Hu,Hu,Hu,,,Hu,Hu,3,3,4,4,4,80,80,LETE,1,0,0,FALSE,TRUE,FALSE,76,76,76,80,80,,,2,4,0,1E,0E,76|80,1E|0E,0|4,,,Nest cup crushed with andts where eggs were. Vehicle tracks directly over nest cup
428,20412,RUTW,2020,29.76706,-93.16164,40,30,sym,,96,96,0,TRUE,,77,0,1,,N,N,,,20,3,H,H,H,H,,,H,H,20,20,2,2,1,97,97,LETE,0,1,0,TRUE,TRUE,FALSE,76,96,96,96,96,,,8,21,0,2E,"2C, 1-2 d",76|80|84|86|88|92|95|97,"1E|BON|2E|BON|2E|2E|2E|2C, 1-2 d",0|4|4|2|2|4|3|2,,,2 chicks in field photo 7/16 Eggs sechuduled to hatch 1-2 days before check. nest cup and surrounding area devestated by cattle track to the point of being almost unrecognizable.
429,20413,HBRB,2020,29.76494,-93.37286,0,0,none,,,90,,FALSE,,71,,0,,Y,Y,N,H,,1,U,U,U,U,H,H,H,H,20,20,1,1,1,91,91,LETE,,0,1,TRUE,TRUE,TRUE,79,91,90,91,90,90,90,4,12,,Hatch,0E,79|87|90|91,2E|2E|Hatch|0E,0|8|3|1,,chicks eaten by caracara after hatch,Did not float due to heavy coyote predation in area. Cam placed on nest - fate probably U?
430,20414,RUTW,2020,29.76572,-93.15541,70,70,sym,,97,97,0,TRUE,,78,1,0,,N,N,,,22,3,A,A,A,A,,,A,A,23,23,3,3,17,101,101,LETE,0,0,0,FALSE,TRUE,FALSE,80,84,84,101,101,,,8,21,1,1E,1E,80|84|86|88|92|95|98|101,2E|BON|1E|1E|1E|1E|1E|1E,0|4|2|2|4|3|3|3,,,"Single egg sitting in cup for 2 weeks, followed to hatch date in case, but likely failed due to abandonment on over fourth of July weekend. Egg half buried in sand on 20 July"
431,20415,RUTW,2020,29.76565,-93.15553,0,40,sym,,96,101,5,FALSE,,82,4,0,0.052083333,Y,Y,J?,H,23,3,H,H,H,H,H,H,H,H,19,24,3,3,0,101,101,LETE,0,1,1,FALSE,FALSE,FALSE,81,101,101,101,101,,,8,20,1,2E,1C,81|84|86|88|92|95|98|101,2E|2E|2E|2E|2E|2E|2E|1C,0|3|2|2|4|3|3|3,,,"1 chick in cup one crushed egg in cup with fully developed chick. no cattle tracks on nest, perhaps crushed by catttle mouth while grazing"
432,20416,RUTW,2020,29.76568,-93.15517,20,40,sym,,93,94,1,FALSE,,75,0,0,,N,N,,,20,3,H,H,H,H,,,H,H,20,21,3,3,1,95,95,LETE,0,1,0,TRUE,TRUE,FALSE,81,94,94,94,94,,,6,14,0,2E,0E,81|84|86|88|92|95,2E|2E|2E|2E|2E|0E,0|3|2|2|4|3,,,"No signs of predation, abandonment or other failure. Possible poop in cup"
433,20417,RUTW,2020,29.76154,-93.13561,10,20,none,,,,,TRUE,,,,0,,N,N,,,,2,Hu,Hu,Hu,Hu,,,Hu,Hu,,,2,2,7,88,88,LETE,,0,0,FALSE,TRUE,FALSE,81,81,81,88,88,,,4,7,,D,0E,81|84|86|88,1E|D|D|0E,0|3|2|2,,,
434,20418,RUTW,2020,29.76447,-93.14879,40,40,sym,,92,90,2,FALSE,,74,3,0,,N,N,,,15,4,H,H,H,H,,,H,H,18,16,4,4,2,92,92,CONI,0,1,0,TRUE,TRUE,FALSE,81,90,90,90,90,,,5,11,0,2E,2C,81|84|86|88|92,2E|2E|2E|2E|2C,0|3|2|2|4,,,"Chicks near nest (how old?), Parents performingtail tuck andbroken wing"
435,20419,HBRB,2020,29.76605,-93.3857,0,0,none,,,,,TRUE,,,,0,,Y,Y,N,D,,4,U,U,U,U,D,D,D,D,,,4,4,4,91,91,LETE,,0,0,FALSE,TRUE,TRUE,82,87,87,91,91,,,3,9,,2E,0E,82|87|91,2E|2E|0E,0|5|4,,,Did not float due to heavy coyote predation in area. Cam placed on nest - fate probably U?
436,20420,RUTW,2020,29.7641,-93.14685,75,75,sym,,101,104,3,FALSE,,85,2,0,0.02970297,Y,Y,J?,H,21,3,H,H,H,H,H,H,H,H,19,22,3,3,0,104,104,LETE,0,1,1,FALSE,FALSE,FALSE,85,104,104,104,104,,,8,19,1,3E,3E,85|86|88|92|95|98|101|104,3E|3E|3E|3E|3E|3E|3E|3E,0|1|2|4|3|3|3|3,"final obs is ""3E, hatch""",,Peepeing and pecking from inside of eggs. BON July 25th
437,20421,RUTW,2020,29.7658,-93.15541,50,50,sym,,91,90,1,FALSE,,71,2,0,,N,N,,,19,4,H,H,H,H,,,H,H,21,20,4,4,2,92,92,LETE,0,1,0,TRUE,TRUE,FALSE,85,90,90,90,90,,,4,7,0,1E,0E,85|86|88|92,1E|1E|1E|0E,0|1|2|4,,,Eggshell near cup
438,20422,RUTW,2020,29.76708,-93.16172,10,40,sym,,104,104,0,TRUE,,85,1,0,,Y,Y,N,F,15,3,A,A,A,A,A,A,A,A,16,16,3,3,6,101,101,LETE,1,0,0,FALSE,FALSE,FALSE,85,95,95,101,101,,,7,16,0,1E,Fail,85|86|88|92|95|98|101,1E|BON|2E|2E|2E|1E|Fail,0|1|2|4|3|3|3,,,"7/20 - eggs or not? No bird on nest in rain, egg # down from 2 to 1 on nest to last check"
439,20423,RUTW,2020,29.76422,-93.14847,50,75,sym,,102,102,0,TRUE,,83,1,0,,N,N,,,20,3,D,D,D,D,,,D,D,21,21,3,3,3,104,104,LETE,0,0,0,FALSE,TRUE,FALSE,85,101,101,104,104,,,8,19,0,2E,0E,85|86|88|92|95|98|101|104,2E|2E|2E|2E|2E|2E|2E|0E,0|1|2|4|3|3|3|3,,,Coyote prints and scrapes at nest cup. Either hatched and were eaten or were eaten before hatch
440,20424,RUTW,2020,29.76563,-93.15456,0,20,sym,,93,98,5,FALSE,,79,4,0,0.053763441,Y,Y,N,H,23,3,U-H,H,U-H,U,H,H,H,H,19,24,3,3,0,98,98,LETE,0,1,1,FALSE,TRUE,TRUE,85,97,98,97,98,98,98,6,13,1,2E,0E,85|86|88|92|95|98,2E|2E|2E|2E|2E|0E,0|1|2|4|3|3,,camera evidence of hatch??,why H? chicks seen?
441,20425,RUTW,2020,29.76388,-93.14663,20,40,sym,,98,103,5,FALSE,,84,4,0,,N,N,,,24,3,H,H,H,H,,,H,H,20,25,3,3,1,104,104,LETE,0,1,0,TRUE,TRUE,FALSE,86,103,103,103,103,,,7,18,1,2E,0E,86|88|92|95|98|101|104,2E|2E|2E|2E|2E|2E|0E,0|2|4|3|3|3|3,,,"Angry parents nearby, poop in cup."
442,20426,RUTW,2020,29.76376,-93.14611,0,25,sym,,102,102,0,TRUE,,83,1,0,,N,N,,,8,4,Ca,Ca,Ca,Ca,,,Ca,Ca,9,9,4,4,4,92,92,LETE,1,0,0,FALSE,TRUE,FALSE,86,88,88,92,92,,,3,6,0,2E,0E,86|88|92,2E|2E|0E,0|2|4,,,Cattle track through nest
443,20427,RUTW,2020,29.76366,-93.14568,0,25,sym,,98,98,0,TRUE,,79,7,6,,N,N,,,18,3,H,H,H,H,,,H,H,25,25,9,9,6,104,104,LETE,0,1,0,TRUE,TRUE,FALSE,86,98,98,98,98,,,6,18,0,hatch?,1C,86|88|92|95|98|104,2E|2E|2E|2E|hatch?|1C,0|2|4|3|3|6,penult should have been deleted,,"First egg to disappear must have failed or been depredated, chick in nest cup 6 days later from second egg (WAS CHICK 6 DAYS OLD?)"
444,20428,RUTW,2020,29.76359,-93.14537,0,25,sym,,103,103,0,TRUE,,84,1,0,,N,N,,,10,3,F,F,F,F,,,F,F,11,11,3,3,3,95,95,LETE,1,0,0,FALSE,TRUE,FALSE,86,92,92,95,95,,,4,9,0,2E,1E,86|88|92|95,2E|2E|2E|1E,0|2|4|3,,,Second egg predated 14 Jul? possible abandonment after predation
445,20429,RUTW,2020,29.76356,-93.14529,0,25,sym,,102,102,0,TRUE,,83,1,0,,N,N,,,17,3,Ca,Ca,Ca,Ca,,,Ca,Ca,18,18,3,3,3,101,101,LETE,0,0,0,FALSE,TRUE,FALSE,86,98,98,101,101,,,6,15,0,2E,0E,86|88|92|95|98|101,2E|2E|2E|2E|2E|0E,0|2|4|3|3|3,,,"Cattle tracks turned up the ground where nest cup was to the point that stick, cup, and eggs weren't able to be found"
446,20430,HBRB,2020,29.76512,-93.37423,0,0,none,,,,,TRUE,,,,0,,N,N,,,,4,D,D,D,D,,,D,D,,,4,4,4,91,91,LETE,,0,0,FALSE,TRUE,FALSE,87,87,87,91,91,,,2,4,,2E,0E,87|91,2E|0E,0|4,,,Did not float due to heavy coyote predation in area
447,20431,HBRB,2020,29.76503,-93.37254,5,5,none,,,,,TRUE,,,,0,,N,N,,,,4,D,D,D,D,,,D,D,,,4,4,4,91,91,CONI,,0,0,FALSE,TRUE,FALSE,87,87,87,91,91,,,2,4,,2E,0E,87|91,2E|0E,0|4,,,Did not float due to heavy coyote predation in area
448,20432,RUTW,2020,29.76359,-93.14536,0,10,sym,,105,105,0,TRUE,,86,1,0,,N,N,,,17,3,Ca,Ca,Ca,Ca,,,Ca,Ca,18,18,3,3,3,104,104,LETE,0,0,0,FALSE,TRUE,FALSE,88,101,101,104,104,,,6,16,0,2E,0E,88|92|95|98|101|104,2E|2E|2E|2E|2E|0E,0|4|3|3|3|3,,,Cattle prints destroyed nest and surrounding area
449,20433,RUTW,2020,29.76359,-93.14542,5,10,sym,,105,105,0,TRUE,,86,1,0,,Y,Y,N,Ca,17,3,Ca,Ca,Ca,Ca,Ca,Ca,Ca,Ca,18,18,3,3,3,104,104,LETE,0,0,0,FALSE,FALSE,FALSE,88,101,101,104,104,,,6,16,0,2E,0E,88|92|95|98|101|104,2E|2E|2E|2E|2E|0E,0|4|3|3|3|3,could have hatched or had other fate before cattle,moisture on camera on 23-july - blurry photos,Cattle prints destroyed nest and surrounding area
450,20434,RUTW,2020,29.76363,-93.1456,0,10,sym,,105,105,0,TRUE,,86,1,0,,N,N,,,17,3,D,D,D,D,,,D,D,18,18,3,3,3,104,104,LETE,0,0,0,FALSE,TRUE,FALSE,88,101,101,104,104,,,6,16,0,1E,0E,88|92|95|98|101|104,1E|1E|1E|1E|1E|0E,0|4|3|3|3|3,,,Coyote prints at nest cup
451,20435,RUTW,2020,29.76408,-93.14817,0,0,sym,,105,105,0,TRUE,,86,1,0,,N,N,,,8,3,Ca,Ca,Ca,Ca,,,Ca,Ca,9,9,3,3,3,95,95,LETE,1,0,0,FALSE,TRUE,FALSE,88,92,92,95,95,,,3,7,0,1E,0E,88|92|95,1E|1E|0E,0|4|3,,,Cattle tracks through nest
452,20436,RUTW,2020,29.76422,-93.14839,10,30,sym,,98,101,3,FALSE,,82,2,0,0.030612245,Y,Y,N,H,21,3,H,H,H,H,H,H,H,H,19,22,3,3,0,101,101,LETE,0,1,1,FALSE,FALSE,FALSE,88,101,101,101,101,,,5,13,1,1E,1C,88|92|95|98|101,1E|1E|1E|1E|1C,0|4|3|3|3,,,Chick hatched in cup
453,20437,RUTW,2020,29.76429,-93.14833,50,50,sym,,104,104,0,TRUE,,85,1,0,,N,N,,,9,3,A,A,A,A,,,A,A,10,10,3,3,3,95,95,LETE,1,0,0,FALSE,TRUE,FALSE,88,92,92,95,95,,,3,7,0,1E,0E,88|92|95,2E|1E|0E,0|4|3,,,1 Egg recently depredated in nest cup. second egg may still be good. removed bad broken egg. Nest abandoned
454,20438,RUTW,2020,29.76546,-93.15455,0,10,sym,,97,97,0,TRUE,,78,1,0,,N,N,,,19,3,H,H,H,H,,,H,H,20,20,3,3,1,98,98,LETE,0,1,0,TRUE,TRUE,FALSE,88,97,97,97,97,,,4,10,0,2E,1E,88|92|95|98,2E|2E|2E|1E,0|4|3|3,,,Shell near nest WAS A CHICK FOUND?
455,20439,RUTW,2020,29.76547,-93.15459,0,10,sym,,,,,TRUE,,,,0,,N,N,,,,4,D,D,D,D,,,D,D,,,4,4,4,92,92,LETE,,0,0,FALSE,TRUE,FALSE,88,88,88,92,92,,,2,4,,2E,0E,88|92,2E|0E,0|4,,,Ghost crab hole directly in nest cup
456,20440,RUTW,2020,29.76553,-93.15516,0,10,sym,,,,,TRUE,,,,0,,N,N,,,,4,D,D,D,D,,,D,D,,,4,4,4,92,92,LETE,,0,0,FALSE,TRUE,FALSE,88,88,88,92,92,,,2,4,,1E,0E,88|92,1E|0E,0|4,,,Ghost crab hole directly in nest cup
457,20441,RUTW,2020,29.76548,-93.15517,0,0,sym,,105,105,0,TRUE,,86,1,0,,N,N,,,14,3,W,W,W,W,,,W,W,15,15,3,3,3,101,101,LETE,1,0,0,FALSE,TRUE,FALSE,88,98,98,101,101,,,5,13,0,1E,0E,88|92|95|98|101,1E|1E|1E|1E|0E,0|4|3|3|3,,,cup and stick washed away after rain
458,20442,RUTW,2020,29.76555,-93.15548,0,0,sym,,,,,TRUE,,,,0,,N,N,,,,4,W,W,W,W,,,W,W,,,4,4,4,92,92,LETE,,0,0,FALSE,TRUE,FALSE,88,88,88,92,92,,,2,4,,2E,0E,88|92,2E|0E,0|4,,,"Nest built in middle of high tide line. Nest likely washed out during regular tide, not stormsurge or rain as neither were significant  in the days between checks, and tide line was only ~2 feet further up beach than at previous check"
459,20443,RUTW,2020,29.76567,-93.1556,0,20,sym,,101,100,1,FALSE,,81,2,0,,N,N,,,18,3,H,H,H,H,,,H,H,20,19,3,3,1,101,101,LETE,0,1,0,TRUE,TRUE,FALSE,88,100,100,100,100,,,5,13,0,2E,1E,88|92|95|98|101,2E|2E|2E|2E|1E,0|4|3|3|3,,,Highly upset parents near nest WAS A CHICK FOUND
460,20444,RUTW,2020,29.76421,-93.14785,75,75,sym,,100,101,1,FALSE,,82,0,0,,N,N,,,19,3,H,H,H,H,,,H,H,19,20,3,3,0,101,101,LETE,0,1,0,TRUE,TRUE,FALSE,88,101,101,101,101,,,5,13,0,2E,"1C, 1E",88|92|95|98|101,"2E|2E|2E|2E|1C, 1E",0|4|3|3|3,,,chick in cup with second egg in process of hatch
461,20445,RUTW,2020,29.76386,-93.14663,0,10,sym,,98,98,0,TRUE,,79,1,0,,N,N,,,18,3,H,H,H,H,,,H,H,19,19,3,3,0,98,98,LETE,0,1,0,TRUE,TRUE,FALSE,92,98,98,98,98,,,3,6,0,2E,1C,92|95|98,2E|2E|1C,0|3|3,,,Chick wet in cup
462,20446,RUTW,2020,29.76688,-93.1609,0,0,sym,,104,104,0,TRUE,,85,1,0,,N,N,,,18,3,H,H,H,H,,,H,H,19,19,3,3,0,104,104,LETE,0,1,0,TRUE,TRUE,FALSE,92,104,104,104,104,,,5,12,0,BON,1C,92|95|98|101|104,1E|1E|1E|BON|1C,0|3|3|3|3,,,Chick in cup
463,20447,RUTW,2020,29.76696,-93.16107,0,0,sym,,105,104,1,FALSE,,85,2,0,,N,N,,,17,3,H,H,H,H,,,H,H,19,18,3,3,0,104,104,LETE,0,1,0,TRUE,TRUE,FALSE,92,104,104,104,104,,,5,12,0,BON,1C,92|95|98|101|104,2E|2E|2E|BON|1C,0|3|3|3|3,,,Chick in cup
464,20448,RUTW,2020,29.76695,-93.16108,0,0,sym,,107,107,0,TRUE,,88,1,0,,N,N,,,6,3,Ca,Ca,Ca,Ca,,,Ca,Ca,7,7,3,3,3,95,95,LETE,1,0,0,FALSE,TRUE,FALSE,92,92,92,95,95,,,2,3,0,2E,0E,92|95,2E|0E,0|3,,,Cattle tracks through nest cup
465,20449,RUTW,2020,29.76704,-93.16103,0,10,sym,,105,105,0,TRUE,,86,1,0,,N,N,,,17,3,F,F,F,F,,,F,F,18,18,3,3,3,104,104,LETE,0,0,0,FALSE,TRUE,FALSE,92,101,101,104,104,,,5,12,0,BON,0E,92|95|98|101|104,3E|3E|3E|BON|0E,0|3|3|3|3,,,No chicks or sign of egg shells in cup. several other pairs of terns with chicks and eggs nearby so not clear if upset parents are for nest
466,20450,RUTW,2020,29.767,-93.1611,40,30,sym,,102,101,1,FALSE,,82,2,0,,N,N,,,20,3,H,H,H,H,,,H,H,22,21,3,3,3,104,104,LETE,0,1,0,TRUE,TRUE,FALSE,92,101,101,101,101,,,5,12,0,D,0E,92|95|98|101|104,1E|1E|1E|D|0E,0|3|3|3|3,,,"Shell near cup, second egg was abandoned"
467,20451,RUTW,2020,29.76427,-93.14828,30,30,sym,,99,101,2,FALSE,,82,1,0,,N,N,,,20,3,H,H,H,H,,,H,H,19,21,3,3,0,101,101,LETE,0,1,0,TRUE,TRUE,FALSE,95,101,101,101,101,,,3,6,0,2E,1E,95|98|101,2E|2E|1E,0|3|3,,,
468,20452,RUTW,2020,29.76701,-93.16089,10,30,sym,,99,104,5,FALSE,,85,4,0,,N,N,,,23,3,H,H,H,H,,,H,H,19,24,3,3,0,104,104,LETE,0,1,0,TRUE,TRUE,FALSE,95,104,104,104,104,,,4,9,1,BON,2C,95|98|101|104,2E|2E|BON|2C,0|3|3|3,,,"Two chicks in cup, one still wet"
469,20453,RUTW,2020,29.76698,-93.16113,40,30,sym,,105,103,2,FALSE,,84,3,0,,N,N,,,17,3,H,H,H,H,,,H,H,20,18,3,3,1,104,104,LETE,0,1,0,TRUE,TRUE,FALSE,95,103,103,103,103,,,4,9,0,BON,1E,95|98|101|104,2E|2E|BON|1E,0|3|3|3,,,"Poop in cup, 1egg left in cup, possibly still good?"
470,30909,RUTW,2021,29.76158,-93.13317,,,,,52,54,2,FALSE,,38,2,0,0.038461538,Y,Y,N,D,18,2,H,H,H,H,H,H,H,H,16,18,2,2,0,54,54,CONI,0,1,1,FALSE,FALSE,FALSE,46,54,54,54,54,,,3,8,0,2E,"1E, 1C",46|52|54,"2E|2E|1E, 1C",0|6|2,,camera shows depredation after hatch,fate was marked as 5/26; changed to 6/3 based on field photos
471,20455,RUTW,2020,29.76349,-93.14529,0,0,sym,,113,113,0,TRUE,,94,1,0,,N,N,,,6,3,S,S,S,S,,,S,S,7,7,3,3,3,101,101,LETE,1,0,0,FALSE,TRUE,FALSE,98,98,98,101,101,,,2,3,0,2E,0E,98|101,2E|0E,0|3,,,Washed away in high tide during storm event
472,20456,RUTW,2020,29.76696,-93.16099,0,0,sym,,110,110,0,TRUE,,91,1,0,,N,N,,,12,3,F,F,F,F,,,F,F,13,13,3,3,3,104,104,LETE,1,0,0,FALSE,TRUE,FALSE,98,101,101,104,104,,,3,6,0,BON,0E,98|101|104,2E|BON|0E,0|3|3,,,"No eggs in cup, no obvious sign of reason"
473,20457,RUTW,2020,29.76698,-93.16124,0,10,sym,,104,103,1,FALSE,,84,2,0,,N,N,,,18,3,H,H,H,H,,,H,H,20,19,3,3,1,104,104,LETE,0,1,0,TRUE,TRUE,FALSE,98,103,103,103,103,,,3,6,0,BON,0E,98|101|104,2E|BON|0E,0|3|3,,,",Chick nearby, probably from nest"
474,20458,RUTW,2020,29.76699,-93.16082,30,30,sym,,104,103,1,FALSE,,84,2,0,,N,N,,,18,3,H,H,H,H,,,H,H,20,19,3,3,1,104,104,LETE,0,1,0,TRUE,TRUE,FALSE,98,103,103,103,103,,,3,6,0,BON,0E,98|101|104,2E|BON|0E,0|3|3,,,Poop in cup
475,20459,RUTW,2020,29.76765,-93.16483,10,10,none,,103,103,0,TRUE,,84,1,0,,N,N,,,21,2,S,S,S,S,,,S,S,22,22,2,2,2,106,106,LETE,0,0,0,FALSE,TRUE,FALSE,101,104,104,106,106,,,3,5,1,2E,0E,101|104|106,2E|2E|0E,0|3|2,,,Nest washed out during storm surge from hurricane Hannah
476,20460,RUTW,2020,29.76754,-93.16374,5,10,none,,103,106,3,FALSE,,87,2,0,0.029126214,Y,Y,J?,H,21,2,U-H,H,U-H,U,H,H,H,H,19,22,2,2,0,106,106,LETE,0,1,1,FALSE,TRUE,TRUE,101,106,106,106,106,106,106,3,5,1,1E,0E,101|104|106,1E|1E|0E,0|3|2,,,chick seen in field? Bird incubating a few feet away from nest cup on 25th
477,20461,RUTW,2020,29.76687,-93.1608,0,5,sym,,119,119,0,TRUE,,100,1,0,,Y,Y,J?,S,5,2,F,F,F,F,S,S,S,S,6,6,2,2,2,106,106,LETE,1,0,0,FALSE,TRUE,FALSE,104,104,104,106,106,,,2,2,0,2E,0E,104|106,2E|0E,0|2,,,Nest washed out during storm surge from hurricane Hannah
478,20462,RUTW,2020,29.76691,-93.1609,0,5,sym,,106,106,0,TRUE,,87,1,0,,N,N,,,18,2,S,S,S,S,,,S,S,19,19,2,2,2,106,106,LETE,0,0,0,FALSE,TRUE,FALSE,104,104,104,106,106,,,2,2,0,2E,0E,104|106,2E|0E,0|2,,,Nest washed out during storm surge from hurricane Hannah
479,20463,RUTW,2020,29.76701,-93.16161,20,30,sym,,106,106,0,TRUE,,87,1,0,,Y,Y,N,S,18,2,S,S,S,S,S,S,S,S,19,19,2,2,2,106,106,LETE,0,0,0,FALSE,FALSE,FALSE,104,104,104,106,106,,,2,2,0,2E,0E,104|106,2E|0E,0|2,,,Nest washed out during storm surge from hurricane Hannah
480,20464,RUTW,2020,29.76561,-93.15562,0,0,sym,,119,119,0,TRUE,,100,1,0,,N,N,,,5,2,S,S,S,S,,,S,S,6,6,2,2,2,106,106,LETE,1,0,0,FALSE,TRUE,FALSE,104,104,104,106,106,,,2,2,0,1E,0E,104|106,1E|0E,0|2,,,Nest made below high tide wrack line. Nest washed out during storm surge from hurricane Hannah
481,20465,RUTW,2020,29.76435,-93.14889,40,40,sym,,106,106,0,TRUE,,87,1,0,,Y,Y,J?,S,18,2,S,S,S,S,S,S,S,S,19,19,2,2,2,106,106,LETE,0,0,0,FALSE,FALSE,FALSE,104,104,104,106,106,,,2,2,0,2E,0E,104|106,2E|0E,0|2,,,Nest washed out during storm surge from hurricane Hannah
482,20466,RUTW,2020,29.76703,-93.16164,50,50,sym,,109,109,0,TRUE,,90,1,0,,Y,Y,N,Ca,21,4,A,A,A,A,Ca,Ca,Ca,Ca,22,22,4,4,4,112,112,LETE,0,0,0,FALSE,TRUE,FALSE,108,108,108,112,112,,,2,4,1,2E,2E,108|112,2E|2E,0|4,"final obs is ""2E, failed"" and it says cold, no parental activity",cattle,eggs still in cup cold. no parental activity
